timestamp:,sale price
7:39:00 PM,"7,145","7:39:00 PM7,145"
7:38:03 PM,582,7:38:03 PM582
7:38:03 PM,"2,700","7:38:03 PM2,700"
7:38:00 PM,"3,001","7:38:00 PM3,001"
7:37:35 PM,"5,998","7:37:35 PM5,998"
7:37:00 PM,"37,499","7:37:00 PM37,499"
7:36:53 PM,895,7:36:53 PM895
7:36:38 PM,559,7:36:38 PM559
7:36:29 PM,"2,999","7:36:29 PM2,999"
7:36:05 PM,98,7:36:05 PM98
7:36:05 PM,91,7:36:05 PM91
7:35:54 PM,117,7:35:54 PM117
7:35:40 PM,79,7:35:40 PM79
7:35:40 PM,72,7:35:40 PM72
7:35:40 PM,94,7:35:40 PM94
7:34:44 PM,"2,500","7:34:44 PM2,500"
7:34:36 PM,550,7:34:36 PM550
7:33:12 PM,506,7:33:12 PM506
7:33:11 PM,70,7:33:11 PM70
7:32:02 PM,150,7:32:02 PM150
7:32:01 PM,102,7:32:01 PM102
7:31:47 PM,106,7:31:47 PM106
7:31:40 PM,373,7:31:40 PM373
7:31:36 PM,297,7:31:36 PM297
7:31:35 PM,210,7:31:35 PM210
7:31:29 PM,150,7:31:29 PM150
7:31:15 PM,80,7:31:15 PM80
7:31:14 PM,65,7:31:14 PM65
7:31:14 PM,268,7:31:14 PM268
7:31:04 PM,191,7:31:04 PM191
7:31:04 PM,111,7:31:04 PM111
7:31:03 PM,114,7:31:03 PM114
7:31:03 PM,101,7:31:03 PM101
7:30:53 PM,579,7:30:53 PM579
7:30:51 PM,228,7:30:51 PM228
7:29:20 PM,60,7:29:20 PM60
7:28:54 PM,107,7:28:54 PM107
7:28:47 PM,"2,952","7:28:47 PM2,952"
7:28:44 PM,185,7:28:44 PM185
7:28:43 PM,"2,908","7:28:43 PM2,908"
7:28:35 PM,"1,695","7:28:35 PM1,695"
7:27:56 PM,64,7:27:56 PM64
7:27:44 PM,343,7:27:44 PM343
7:27:36 PM,84,7:27:36 PM84
7:27:23 PM,92,7:27:23 PM92
